Gene,Name,baseMean,baseMean_N2_20C,baseMean_N2_34C,log2FoldChange,lfcSE,stat,pvalue,padj
WBGene00001204,egl-38,133.2600888,173.8030225,93.26602864,-0.831190167,0.219631441,-3.784477129,0.000154032,0.000988881
WBGene00017194,F07C3.3,57.06536869,83.46903163,30.16309704,-1.205927694,0.318679738,-3.78413671,0.000154243,0.0009899
WBGene00011742,tgn-38,633.531835,733.4577653,531.8074528,-0.45405336,0.120019606,-3.783159893,0.00015485,0.000993459
WBGene00009776,F46B6.12,930.3115743,768.9628011,1092.097675,0.493505485,0.130473422,3.782421567,0.00015531,0.000996074
WBGene00018519,F46H5.3,52422.83017,42298.51052,62546.18311,0.546930489,0.1446183,3.781889915,0.000155642,0.000997867
WBGene00020068,cra-1,4419.070938,4950.938779,3888.453401,-0.344331139,0.09105682,-3.781497526,0.000155888,0.000999104
WBGene00017982,hpo-18,4775.283571,3708.873257,5841.863804,0.628480141,0.166236836,3.780631031,0.000156431,0.001001911
WBGene00018902,F55G1.6,115.6327396,91.21947858,139.8992428,0.594370782,0.157211342,3.780711828,0.000156381,0.001001911
WBGene00008644,F10C2.3,93.53282171,127.005985,60.83776725,-0.954360417,0.252471787,-3.780067575,0.000156786,0.001003743
WBGene00200121,F40H3.14,3.971014676,0.298570021,7.560352307,1.571933551,0.415854535,3.780008195,0.000156823,0.001003743
WBGene00020937,W02D3.12,384.3903381,306.175101,462.8522543,0.575746586,0.152324319,3.779741739,0.000156991,0.001004478
WBGene00019982,srbc-58,4.504765581,0.547523817,8.398832106,1.580078545,0.418148608,3.778748785,0.000157618,0.001008152
WBGene00006943,wrm-1,386.9684273,451.1665508,321.9604635,-0.475498264,0.125841208,-3.778557689,0.000157739,0.001008585
WBGene00019067,F58H7.1,70.48560964,97.48940625,44.24471224,-1.008651065,0.266964535,-3.778221197,0.000157953,0.001009608
WBGene00011807,T16G12.6,790.5033246,875.0778134,706.0669565,-0.306665589,0.081180224,-3.777589826,0.000158353,0.00101183
WBGene00015746,C13F10.7,380.9337273,315.7303538,444.6060266,0.482053896,0.127621639,3.7772113,0.000158594,0.001013027
WBGene00006615,trp-2,663.3834466,585.6410895,741.183875,0.33592909,0.088982817,3.77521304,0.000159871,0.001020141
WBGene00011629,T08G11.1,5388.224446,6136.00347,4640.515308,-0.396562403,0.105047047,-3.775093283,0.000159948,0.001020141
WBGene00016447,msd-4,5.075243508,0.298570272,9.827733372,1.560337694,0.413298991,3.77532423,0.0001598,0.001020141
WBGene00020664,T21H3.5,10.49046613,2.934169981,18.33507424,1.545277924,0.409339631,3.775050855,0.000159975,0.001020141
WBGene00196854,CD4.13,7.836112514,2.19216998,13.71711418,1.542431366,0.408585895,3.775048003,0.000159977,0.001020141
WBGene00001827,hcf-1,1514.778203,1645.846372,1383.776072,-0.248659495,0.065872215,-3.774876765,0.000160087,0.001020499
WBGene00021935,mrpl-46,1063.517375,903.5287281,1223.103691,0.428702512,0.113583725,3.774330465,0.000160438,0.001022395
WBGene00220006,K04F10.9,57.39007391,74.22420165,40.22955461,-0.819110107,0.217096513,-3.773022869,0.000161281,0.001027425
WBGene00020219,T05A7.1,22.26224242,35.60792556,9.093538161,-1.408884516,0.37353455,-3.771764931,0.000162097,0.001032273
WBGene00006843,unc-119,307.7403506,363.2880985,251.2274248,-0.517390973,0.137195736,-3.771188432,0.000162472,0.001034314
WBGene00006794,unc-60,12119.27009,13615.07361,10624.88364,-0.353218239,0.093681498,-3.770416217,0.000162976,0.001037172
WBGene00019323,teg-4,2708.887473,3015.774001,2403.563713,-0.323861466,0.085990018,-3.766268167,0.000165706,0.001054193
WBGene00018696,pho-6,73.37889832,95.24960564,51.15632074,-0.829311369,0.220265067,-3.765060807,0.000166509,0.001058737
WBGene00022051,rep-1,512.3813852,456.4103813,567.7598991,0.311833414,0.082823704,3.765026177,0.000166532,0.001058737
WBGene00018213,F39H12.2,37.68423349,51.7312002,23.66198251,-0.999087328,0.265391897,-3.76457359,0.000166834,0.001060301
WBGene00018056,F35F10.6,348.4893253,279.0835468,419.1605041,0.567157373,0.150670773,3.764216251,0.000167072,0.001061463
WBGene00018710,F52G3.1,1941.467211,2369.82575,1514.27253,-0.620074303,0.164739539,-3.763967683,0.000167239,0.001062163
WBGene00001169,eef-1A.2,55969.22696,64478.62171,47460.3706,-0.43355596,0.115207411,-3.763264499,0.00016771,0.001064799
WBGene00002052,ifa-4,1352.757606,1172.042434,1532.658458,0.381253542,0.101313805,3.763095662,0.000167823,0.001065162
WBGene00050885,Y94H6A.12,193.5858927,143.6968181,244.1424469,0.722118091,0.192009598,3.760843727,0.000169341,0.001074439
WBGene00002256,lbp-4,1732.395243,1445.060609,2019.974259,0.472081661,0.125531206,3.760671751,0.000169458,0.001074818
WBGene00020486,T13C5.6,138.1092394,173.4474987,102.4621228,-0.717510822,0.190860236,-3.759352068,0.000170354,0.001080142
WBGene00000286,cal-2,343.278171,437.1919078,248.2568354,-0.764813511,0.203458396,-3.759065865,0.000170549,0.001081017
WBGene00007130,B0272.4,862.7301545,754.6610315,971.613392,0.359724863,0.095704758,3.758693617,0.000170803,0.001082265
WBGene00019932,R07C12.2,280.0891233,344.7621542,214.6576815,-0.652693859,0.173656574,-3.758532407,0.000170913,0.001082601
WBGene00002110,ins-27,570.4323201,438.588645,701.4218848,0.647366419,0.172259359,3.758091414,0.000171214,0.001084148
WBGene00015133,mrpl-11,2445.694983,2152.795724,2739.15249,0.343327152,0.091361274,3.757906773,0.000171341,0.001084586
WBGene00000996,dif-1,4272.230812,3589.515176,4956.24003,0.45548166,0.121214839,3.757639438,0.000171524,0.001085383
WBGene00006513,rimb-1,381.9568776,503.3806995,261.6444498,-0.866031848,0.230494493,-3.757277821,0.000171772,0.00108659
WBGene00020864,oac-50,7.217234179,1.905345127,12.71916407,1.544755526,0.41129079,3.755871913,0.000172739,0.001092344
WBGene00003026,lin-41,6539.699376,7974.378628,5105.823272,-0.617374553,0.164392205,-3.755497739,0.000172997,0.001093613
WBGene00010092,F55C5.2,5.097434444,0.815374531,9.431492595,1.571229241,0.418458962,3.754798877,0.000173481,0.001096303
WBGene00022181,pho-9,37.25244618,55.23330867,19.10989787,-1.233875643,0.328713484,-3.753650831,0.000174278,0.001100473
WBGene00022715,irld-65,6.304331015,1.35415738,11.47248244,1.563830849,0.416621867,3.753597624,0.000174315,0.001100473
WBGene00194836,C25H3.18,88.55493839,62.0725769,115.5561121,0.829116476,0.220885527,3.753602543,0.000174311,0.001100473
WBGene00007122,B0250.5,2954.518752,2454.546642,3454.334548,0.481103576,0.128183003,3.753255605,0.000174553,0.00110161
WBGene00018804,lido-15,124.3270933,91.2235387,157.1320745,0.738377869,0.196773312,3.752428922,0.000175129,0.001104882
WBGene00020841,T27A3.5,5.345532105,0.153291564,10.73909831,1.515748488,0.40395781,3.752244539,0.000175258,0.001105328
WBGene00001831,hcp-3,265.381674,225.3137185,305.8339894,0.432297307,0.115224443,3.751784737,0.00017558,0.00110699
WBGene00006518,bckd-1B,4490.906622,3913.218928,5069.810549,0.368361754,0.098194194,3.75135982,0.000175878,0.001108499
WBGene00015926,C17H11.6,1454.080951,1667.989625,1239.54183,-0.420472137,0.112117989,-3.750264717,0.000176648,0.001112982
WBGene00195766,F10C1.12,3.424195558,0.153291314,6.793317955,1.527197407,0.407431377,3.748354917,0.000177998,0.001121117
WBGene00022457,Y110A7A.7,353.0727063,299.3733376,406.0478393,0.431220067,0.115095509,3.746628079,0.000179228,0.001128485
WBGene00009924,cfp-1,729.8449441,639.6056285,819.4022636,0.35280341,0.09417842,3.746117328,0.000179593,0.001130409
WBGene00021313,paqr-2,1206.641466,1353.013898,1058.685185,-0.34944458,0.093314583,-3.744801374,0.000180537,0.001135973
WBGene00018215,igcm-1,1768.696786,2452.067394,1085.95165,-1.030123602,0.275112477,-3.744372531,0.000180845,0.001137538
WBGene00017159,F01F1.2,943.8137558,756.740713,1131.022461,0.560569031,0.149721426,3.744080232,0.000181056,0.001138485
WBGene00195399,F35G2.7,3.727597338,0.153291369,7.451850757,1.521369424,0.406485984,3.742735254,0.000182028,0.001144219
WBGene00006491,acl-3,468.8364544,529.8891863,408.2593842,-0.370856225,0.099089889,-3.742624304,0.000182108,0.001144345
WBGene00008005,C38D4.4,174.411403,214.3146236,135.7051633,-0.631328672,0.168707498,-3.742149458,0.000182453,0.001145478
WBGene00011512,T05H10.8,85.03521252,110.0030414,59.80665922,-0.814758022,0.21772596,-3.742126209,0.00018247,0.001145478
WBGene00012993,dmsr-3,35.95653913,51.78270926,20.1833601,-1.142112267,0.305196079,-3.74222458,0.000182398,0.001145478
WBGene00022703,ubxn-4,1070.395902,1176.954497,963.8204032,-0.285801441,0.07638162,-3.741756733,0.000182738,0.001146784
WBGene00008589,nlp-57,46.72168264,61.85622006,31.68245818,-0.881089851,0.235499832,-3.741360853,0.000183027,0.001148213
WBGene00196021,F09G2.10,3.365170481,0.15329131,6.712197541,1.523843759,0.407351526,3.740856879,0.000183394,0.001150138
WBGene00015308,ddi-1,868.4621078,756.0644135,979.6523193,0.368505475,0.098519665,3.740425574,0.000183709,0.001151732
WBGene00017381,ddr-2,293.596053,362.2034156,224.0019845,-0.660802301,0.176708136,-3.739512592,0.000184377,0.001155541
WBGene00006738,ulp-3,228.4220209,176.1033199,280.2059789,0.640667016,0.171346098,3.739023088,0.000184737,0.001157411
WBGene00021055,W06A11.4,37.30660942,22.95997839,51.52840692,1.023490922,0.273738858,3.738931802,0.000184804,0.001157449
WBGene00015868,C16H3.3,492.9529586,562.7335391,422.9801248,-0.404846831,0.108283175,-3.73877872,0.000184916,0.001157772
WBGene00220215,Y92C3B.4,26.55331629,38.22910588,14.58097482,-1.157868302,0.309787582,-3.737620128,0.00018577,0.001162735
WBGene00023408,cex-2,441.5784881,371.3097747,512.5721921,0.455075791,0.121766729,3.737275333,0.000186025,0.001163946
WBGene00003443,msp-50,4.747508748,0.298570203,9.035616008,1.545172045,0.41362386,3.735693693,0.000187198,0.001170901
WBGene00008492,F01D5.1,480.5353097,582.7299746,377.6029286,-0.601808503,0.161119391,-3.735171154,0.000187588,0.001172948
WBGene00012753,Y41C4A.6,115.6831929,147.5710194,83.70897404,-0.765421016,0.204947485,-3.734717768,0.000187926,0.001174676
WBGene00009455,phip-1,431.3710349,366.4603379,497.1891369,0.431585553,0.115571472,3.734360612,0.000188193,0.001175956
WBGene00004214,ptp-2,1445.789208,1606.835957,1284.828189,-0.319243655,0.08550744,-3.733519025,0.000188823,0.001179506
WBGene00019047,F58E2.3,52.97192087,69.28738228,36.60632681,-0.846611119,0.226782004,-3.733149471,0.0001891,0.00118085
WBGene00004883,smg-5,309.3503681,260.6522824,358.8345738,0.451360789,0.120936591,3.732210281,0.000189807,0.001184873
WBGene00019760,calu-1,17489.58687,13664.52283,21313.89008,0.615405341,0.164919342,3.731553463,0.000190303,0.001187576
WBGene00077692,C08E8.10,106.2474172,52.77785555,160.3851448,1.268168828,0.339978082,3.730148781,0.000191367,0.001193824
WBGene00020932,dhod-1,2703.945972,2419.661957,2989.731815,0.302321685,0.081050901,3.730022528,0.000191463,0.00119403
WBGene00020140,ant-1.4,7.586054894,0.153291739,15.11379602,1.497325691,0.401503129,3.729300178,0.000192012,0.001197064
WBGene00009243,F29C6.1,877.4079707,733.2988389,1020.432465,0.46583249,0.124933176,3.728653232,0.000192506,0.001199746
WBGene00004235,ptr-21,1742.712763,2042.98866,1442.305951,-0.489610052,0.131353939,-3.727410509,0.000193457,0.001204884
WBGene00016456,C35E7.4,123.4087581,151.39989,95.32018598,-0.638234517,0.17122563,-3.727447325,0.000193429,0.001204884
WBGene00007025,mdt-29,613.6082088,549.9431286,676.7082456,0.29652212,0.07955567,3.727227979,0.000193597,0.001205361
WBGene00018793,mrpl-40,727.2428075,605.8883757,848.0264496,0.473597763,0.127093161,3.726382745,0.000194247,0.001209011
WBGene00197712,F48A9.4,5.251439608,0.806114484,9.790532356,1.558992444,0.418434,3.725778601,0.000194713,0.001211514
WBGene00009289,exos-7,828.4961841,718.8865405,938.8218894,0.379304184,0.101813149,3.725493098,0.000194934,0.001212488
WBGene00007578,C14B1.7,164.7072795,134.3322669,195.7271004,0.527064811,0.141489501,3.72511606,0.000195225,0.001213904
WBGene00009996,sde-2,740.8406343,651.7860261,829.3523133,0.343317192,0.092176879,3.724547818,0.000195666,0.001215844
WBGene00018509,xrep-4,911.1743612,811.478851,1010.957788,0.313849977,0.084264262,3.724591776,0.000195632,0.001215844
WBGene00198379,C15H7.8,3.391858309,0.153291317,6.746367688,1.515258303,0.406927234,3.723659116,0.000196356,0.001219335
WBGene00219987,F59C6.19,3.391858309,0.153291317,6.746367688,1.515258303,0.406927234,3.723659116,0.000196356,0.001219335
WBGene00018143,oac-23,4.317795613,0.552575569,8.134178991,1.556502797,0.418120092,3.722621386,0.000197165,0.001223959
WBGene00001440,fkh-8,72.84782445,99.07448385,46.20658117,-0.977577781,0.262641725,-3.722096256,0.000197576,0.001224905
WBGene00003731,nhx-3,445.6454812,549.2025328,340.8277718,-0.656209398,0.176300868,-3.722099641,0.000197573,0.001224905
WBGene00008484,E04D5.5,63.58581923,88.48329279,38.61422572,-1.041686488,0.279862699,-3.722134075,0.000197546,0.001224905
WBGene00012644,rabx-5,722.2903885,623.0833703,821.7431079,0.392810568,0.105531482,3.722212186,0.000197485,0.001224905
WBGene00014181,ZK1010.8,140.6752503,77.48677435,204.4867111,1.164423928,0.312855242,3.72192558,0.000197709,0.001225333
WBGene00004838,sls-2.6,3.762080552,0.298570024,7.343673886,1.543647279,0.414777308,3.721629046,0.000197942,0.001226372
WBGene00010034,F54B11.11,147.8297423,178.9805883,117.3025809,-0.587080176,0.157783091,-3.720805385,0.000198588,0.001229978
WBGene00022306,hxk-3,2058.558381,1801.921657,2315.382822,0.356898175,0.095935035,3.720206843,0.00019906,0.001232494
WBGene00219609,linc-7,397.9912103,225.9176602,570.7301079,1.128654611,0.303412456,3.719869068,0.000199326,0.001233741
WBGene00019460,idi-1,387.8331842,340.6829088,434.8925382,0.347775645,0.093516806,3.71885718,0.000200126,0.001238289
WBGene00023284,F41B5.1,50.98205915,34.27417189,67.27685872,0.886028855,0.238284229,3.718369692,0.000200513,0.001240276
WBGene00004782,set-2,861.7758614,982.4611904,742.1249053,-0.3980042,0.107082716,-3.716792173,0.000201768,0.001247229
WBGene00019988,R09F10.5,141.1201794,170.8494445,110.7726816,-0.600807659,0.161644053,-3.716855936,0.000201717,0.001247229
WBGene00009563,F39H2.3,755.810119,641.7977514,870.8422275,0.431644946,0.116171781,3.715574826,0.000202742,0.001252841
WBGene00000003,aat-2,780.9943034,1078.707503,482.7424957,-1.018075634,0.274072662,-3.714619428,0.00020351,0.001257175
WBGene00019625,K10C9.4,3.469566946,0.15329134,6.975822281,1.509535463,0.406386957,3.714527342,0.000203584,0.001257223
WBGene00013418,Y65A5A.1,77.83844665,123.2644788,32.14227832,-1.39186783,0.374726148,-3.714360038,0.000203719,0.001257646
WBGene00002583,let-363,3292.591482,3564.712876,3021.668747,-0.237045965,0.063822299,-3.71415585,0.000203883,0.001258252
WBGene00021800,nduf-9,5264.069115,4454.121987,6074.831419,0.438595938,0.118155956,3.712008699,0.000205621,0.001268564
WBGene00000105,alg-1,7409.590355,8650.450652,6169.155684,-0.475966923,0.128259222,-3.710976222,0.000206461,0.001272508
WBGene00004910,snf-11,1434.820448,1578.40476,1290.895409,-0.287586036,0.077494895,-3.711032017,0.000206416,0.001272508
WBGene00016442,C35D10.5,932.118499,827.3486545,1036.48624,0.321609119,0.086662869,3.711037065,0.000206412,0.001272508
WBGene00011380,T02E1.8,115.4743614,144.415272,87.19524086,-0.69002861,0.185947576,-3.710877153,0.000206542,0.001272593
WBGene00001425,fis-2,612.5982269,490.0998635,733.6458332,0.56224051,0.151527933,3.710474369,0.000206871,0.001273792
WBGene00006671,twk-17,411.3354702,473.7130469,348.7124133,-0.433195837,0.116747983,-3.710520959,0.000206833,0.001273792
WBGene00007011,mdt-1.2,226.4284895,261.0239874,191.3180824,-0.439050695,0.118347431,-3.709845602,0.000207386,0.001276546
WBGene00015887,C17C3.1,1078.388297,984.0268509,1173.570762,0.252444394,0.068050729,3.709650121,0.000207546,0.001277117
WBGene00016116,C25H3.7,1887.220348,1605.755624,2169.637757,0.425872713,0.114815568,3.709189635,0.000207924,0.001279027
WBGene00011006,ugt-47,322.7726741,390.4891097,254.4477179,-0.594330465,0.160262693,-3.708476704,0.00020851,0.001282217
WBGene00045275,F18E3.12,131.5955482,205.6173814,57.83406691,-1.355528451,0.365573072,-3.707954867,0.00020894,0.001284445
WBGene00010915,M110.7,3.541626163,0.153291359,7.183242042,1.504568559,0.405916957,3.706592031,0.000210067,0.001290955
WBGene00018057,F35F10.7,130.5757437,97.17996524,163.9252631,0.712171616,0.1921506,3.706320011,0.000210293,0.001291924
WBGene00044354,ZK418.11,9.891907461,16.11659624,3.544842693,-1.441423743,0.388932062,-3.706106761,0.00021047,0.001292593
WBGene00001583,gfi-3,297.2118433,340.6805652,254.3768692,-0.413812343,0.111676549,-3.705454259,0.000211012,0.001295506
WBGene00003876,pept-2,270.567592,399.6975102,142.011348,-1.211445608,0.326960133,-3.705178354,0.000211242,0.001296497
WBGene00199166,K08F8.11,9.752197151,2.23531852,17.15580734,1.540263704,0.415756749,3.704723276,0.000211622,0.001298407
WBGene00007347,C05G5.1,334.456958,389.957516,280.0765258,-0.466429589,0.126002577,-3.701746431,0.000214121,0.001313314
WBGene00007091,eri-12,1752.601991,2006.155267,1498.660785,-0.41313388,0.111638659,-3.700634573,0.000215061,0.001318473
WBGene00009637,nspc-13,50.21200682,34.68088206,65.51713311,0.843529519,0.227944737,3.700587822,0.000215101,0.001318473
WBGene00019882,R05D3.9,2030.817939,2703.412103,1357.281105,-0.901163405,0.243529324,-3.70043078,0.000215234,0.001318863
WBGene00018268,F41C3.2,739.6255994,143.1587031,1335.923858,1.548082687,0.418441217,3.699641962,0.000215904,0.001322542
WBGene00004219,ptr-4,13283.33931,17525.01575,9041.920342,-0.871775074,0.235701109,-3.698646475,0.000216752,0.00132731
WBGene00003991,pfn-3,932.5184067,807.3941179,1056.321447,0.381711722,0.10321385,3.698260682,0.000217082,0.001328648
WBGene00008235,C50F4.10,5.013235412,0.559936538,9.533247289,1.542456033,0.417079884,3.698226866,0.000217111,0.001328648
WBGene00021305,zig-11,718.377454,867.6715924,568.4866644,-0.587189401,0.158814668,-3.697324739,0.000217884,0.001332947
WBGene00020837,slc-36.2,1035.768544,1158.602452,912.5852854,-0.340141212,0.092000865,-3.697152308,0.000218032,0.001333422
WBGene00019076,mrpl-24,1535.237218,1338.731869,1731.219424,0.365664349,0.09892707,3.696302209,0.000218763,0.001337462
WBGene00010675,K08E7.8,190.6363355,158.5530846,222.272048,0.475551234,0.128661795,3.696133988,0.000218907,0.001337486
WBGene00015067,cest-35.1,147.9668968,190.3392417,104.6941662,-0.799969384,0.216430515,-3.696194986,0.000218855,0.001337486
WBGene00022267,Y73C8C.10,21.72489407,11.93048138,31.23355324,1.153711237,0.312169714,3.695782089,0.000219211,0.001338909
WBGene00000965,dhs-1,603.2935497,534.1832792,672.109321,0.327600065,0.088652642,3.695322093,0.000219608,0.001340904
WBGene00006983,zig-6,594.8544668,446.1279879,744.0668411,0.698072114,0.189307065,3.687512219,0.000226457,0.001382278
WBGene00016744,bbs-9,54.31585239,73.36037462,35.47794702,-0.939125995,0.254742472,-3.686570155,0.000227297,0.001386956
WBGene00017776,F25B5.5,1000.258299,854.7161995,1146.5468,0.415930744,0.112850715,3.685672223,0.0002281,0.001391332
WBGene00020912,W01A11.7,51.97690299,28.19122828,75.66940283,1.173246842,0.318332282,3.685604349,0.000228161,0.001391332
WBGene00018402,kvs-3,77.72740186,97.9841381,57.76966689,-0.71830049,0.194938334,-3.6847575,0.00022892,0.001395518
WBGene00021613,ttc-37,921.4685525,1030.382777,811.9388096,-0.339514525,0.092181907,-3.683092867,0.000230421,0.001404215
WBGene00008887,tbcd-1,870.4968747,951.0213466,790.4635613,-0.264795046,0.071908081,-3.682410129,0.000231039,0.00140753
WBGene00020259,T05E7.3,1001.389525,915.9627162,1086.300095,0.244502369,0.066414347,3.681469128,0.000231894,0.001412282
WBGene00022425,plst-1,1052.582602,1159.96642,947.1473752,-0.28981136,0.078758356,-3.679753823,0.000233459,0.001421359
WBGene00022360,ints-3,714.7248284,806.8901311,623.6255546,-0.366358567,0.09956301,-3.679665436,0.00023354,0.001421396
WBGene00015188,B0432.7,344.101111,398.9477926,287.9825271,-0.459488306,0.124876755,-3.679534333,0.00023366,0.001421629
WBGene00016034,C24A3.4,342.2149848,296.9512781,386.3437483,0.373969411,0.101637037,3.679460004,0.000233728,0.001421629
WBGene00001284,emb-30,1375.898181,1479.914538,1271.323883,-0.218076894,0.059281172,-3.678687273,0.000234438,0.001425485
WBGene00000462,ceh-41,279.0936522,229.8269258,327.129175,0.495722435,0.134769863,3.678288471,0.000234804,0.001426801
WBGene00015897,nhr-156,120.5980022,159.9786758,80.43093764,-0.898314883,0.244216381,-3.67835638,0.000234742,0.001426801
WBGene00000560,cnc-6,9.788814403,1.992997139,17.46094,1.536331288,0.417690744,3.678154973,0.000234927,0.001427091
WBGene00044006,nlp-82,78.95161532,107.4617229,50.42703577,-0.969160739,0.263624804,-3.676288138,0.000236652,0.001437109
WBGene00023036,F39E9.10,110.6002253,79.28543565,141.0131582,0.774094572,0.210586612,3.675896424,0.000237016,0.001438856
WBGene00007650,ugt-23,782.2078441,913.465535,652.5430726,-0.473503996,0.128820821,-3.675679062,0.000237218,0.001439621
WBGene00004760,sel-2,4038.88349,4700.495403,3378.81765,-0.465137401,0.126598505,-3.674114489,0.000238676,0.001448007
WBGene00007192,B0491.5,5934.263512,5325.3326,6542.321355,0.294186511,0.080088827,3.673252832,0.000239482,0.001452436
WBGene00018667,bath-7,31.98140939,19.8044966,44.25133241,1.014958385,0.27634766,3.672759101,0.000239946,0.001454781
WBGene00021417,nhr-236,14.34786435,22.11402957,6.63358438,-1.307781424,0.356157414,-3.671919692,0.000240735,0.001459102
WBGene00006590,toc-1,1753.109405,1919.624749,1586.860494,-0.272471748,0.074224828,-3.670897644,0.0002417,0.001464482
WBGene00013764,Y113G7B.15,7.807581653,2.481087817,13.22103561,1.479736091,0.403240224,3.669614297,0.000242917,0.001471383
WBGene00010872,M05B5.4,246.8647479,293.4639034,201.6537816,-0.525009978,0.143125138,-3.668188439,0.000244275,0.001479139
WBGene00022785,ZK652.6,840.322201,761.8439243,919.3027269,0.268948219,0.073329121,3.667686388,0.000244755,0.001481573
WBGene00012348,pptr-1,2115.001576,2530.608319,1698.744886,-0.555514768,0.1514743,-3.667386274,0.000245042,0.001482839
WBGene00005013,jmjd-1.1,4.195607261,0.552557815,7.836033799,1.53309081,0.418056723,3.667183723,0.000245237,0.001483541
WBGene00003478,mtm-6,855.8606987,945.4295098,764.7089964,-0.303038079,0.082707246,-3.663984632,0.000248322,0.001501418
WBGene00016570,gnrr-4,144.5984728,175.9979514,112.4218881,-0.619023705,0.168949579,-3.66395529,0.00024835,0.001501418
WBGene00044070,set-18,1548.278472,1343.644108,1754.618786,0.379031881,0.103474703,3.663039092,0.00024924,0.001506321
WBGene00011824,tsct-1,291.1921658,332.3713869,250.2168939,-0.402431152,0.109871204,-3.662753636,0.000249518,0.001507521
WBGene00219307,F56D6.17,221.3525996,178.2436673,265.640138,0.556046435,0.151831634,3.662256811,0.000250003,0.001509967
WBGene00004833,sls-2.1,3.151619803,0.153291294,6.295142226,1.486995382,0.40608748,3.66176121,0.000250487,0.001511929
WBGene00011972,T23G11.7,1305.093125,1174.19774,1433.852823,0.28569329,0.078019167,3.661834677,0.000250415,0.001511929
WBGene00008805,git-1,764.9078804,846.830446,681.2043039,-0.310720211,0.084866675,-3.661274713,0.000250963,0.001514322
WBGene00014669,zipt-2.1,547.0331457,636.3222181,459.1148929,-0.460044379,0.125670857,-3.660708548,0.000251519,0.00151719
WBGene00000446,ceh-23,87.22481828,112.876411,60.98221445,-0.819068971,0.223758749,-3.660500315,0.000251723,0.001517941
WBGene00017061,oac-12,4.871701873,0.538738477,9.403678942,1.523171934,0.416136842,3.660266956,0.000251953,0.001518841
WBGene00194910,ZC404.15,11.92799135,19.3438708,4.366722836,-1.423506426,0.388954565,-3.659827023,0.000252386,0.001520968
WBGene00003508,mut-16,725.8452862,845.53522,606.2046612,-0.4685462,0.128043247,-3.659280828,0.000252924,0.001523729
WBGene00004380,rnf-1,93.48958149,72.82850625,114.1470469,0.620498214,0.169597128,3.658659919,0.000253538,0.001525971
WBGene00009575,F40F8.1,1443.367218,1198.2755,1689.496849,0.482984722,0.132009684,3.65870675,0.000253491,0.001525971
WBGene00010200,F57C7.4,124.2854718,154.5586613,93.65211055,-0.684515771,0.187090629,-3.658738945,0.000253459,0.001525971
WBGene00004105,szy-20,630.0696691,728.4623162,532.5599349,-0.442279444,0.120901033,-3.658194097,0.000253999,0.001528262
WBGene00009457,F36A2.10,20.80562765,9.290885274,32.35440479,1.33405814,0.364702168,3.657938605,0.000254252,0.0015293
WBGene00010480,tasp-1,533.5918923,419.6163938,647.9402951,0.601572086,0.164474636,3.657537124,0.00025465,0.001530726
WBGene00043054,T21B4.15,36.27020451,49.20098898,23.44093487,-0.952515552,0.260420374,-3.657607654,0.00025458,0.001530726
WBGene00196946,F57C7.8,5.515639856,0.81233921,10.2573898,1.52869346,0.418120508,3.656107347,0.000256074,0.001538797
WBGene00004679,rars-1,4878.593467,4334.032035,5422.034977,0.319559998,0.087416355,3.655608826,0.000256572,0.001541303
WBGene00018758,F53E10.1,616.4483981,507.4003327,725.9253602,0.502370482,0.137444012,3.655091794,0.00025709,0.001543923
WBGene00003374,mlk-1,913.9445787,1068.877756,757.5661241,-0.483886893,0.132393312,-3.654919472,0.000257263,0.001544472
WBGene00022475,Y119C1B.10,306.9455022,250.2367014,362.287501,0.518034614,0.141755151,3.654432377,0.000257752,0.001546917
WBGene00195950,F08C6.9,3.916606152,0.29857009,7.671332383,1.510025325,0.413238297,3.654127255,0.000258058,0.001548268
WBGene00001966,hlh-27,3.110386611,0.153291291,6.238254119,1.48338103,0.405967243,3.653942661,0.000258244,0.001548892
WBGene00022211,Y73B3A.9,313.8684255,264.3763295,364.7406749,0.453831224,0.124224241,3.653322564,0.000258869,0.001552149
WBGene00003182,mef-2,651.0015722,818.4361694,483.2047287,-0.715943388,0.195987452,-3.653006261,0.000259188,0.001553139
WBGene00185067,Y54G11A.17,918.5532333,763.3437995,1072.745836,0.478560805,0.131004993,3.652996682,0.000259198,0.001553139
WBGene00015172,B0410.3,409.3815244,509.896871,310.2059708,-0.679636104,0.186072921,-3.652525573,0.000259674,0.001555501
WBGene00021072,W07B8.4,32.98142077,8.525868313,57.1975952,1.513126768,0.414337317,3.651920084,0.000260287,0.001558681
WBGene00021007,W03F11.4,4.910154357,0.153291539,9.756978596,1.467867245,0.402235602,3.649272313,0.000262984,0.001574337
WBGene00015186,misc-1,2313.876611,2036.500547,2590.234001,0.342566264,0.093890315,3.648579344,0.000263694,0.001578091
WBGene00000382,cdc-6,872.5181387,765.1524361,977.9064549,0.349250745,0.095745847,3.64768558,0.000264613,0.00158259
WBGene00015485,C05D11.8,645.5621698,748.1922899,544.4120086,-0.448591576,0.122979089,-3.647706127,0.000264592,0.00158259
WBGene00018892,cir-1,906.5795085,799.3833636,1011.755711,0.335735575,0.09204919,3.647349573,0.000264959,0.001584161
WBGene00000780,cpn-4,1367.757155,982.1742692,1754.414339,0.77843285,0.213431129,3.647232026,0.000265081,0.001584387
