Gene,Name,baseMean,baseMean_N2_OP50,baseMean_N2_S-macescens_Db10,log2FoldChange,lfcSE,stat,pvalue,padj
WBGene00044241,C53D6.11,27.43785434,9.201546228,40.91542511,1.987784523,0.479263489,4.1475818,3.36E-05,0.000206845
WBGene00001838,hda-10,283.2036201,380.3612154,212.0527674,-0.832354056,0.200726324,-4.146711009,3.37E-05,0.000207551
WBGene00004108,pqn-18,516.0662204,369.581286,612.8063044,0.722721631,0.174387526,4.144342486,3.41E-05,0.000209624
WBGene00020703,T22F7.4,34.01325521,12.79905243,50.62195269,1.85599963,0.448042879,4.142459833,3.44E-05,0.000211269
WBGene00003380,mnm-2,97.07478691,147.0039418,65.27446879,-1.143543872,0.276060675,-4.142364245,3.44E-05,0.000211274
WBGene00002250,lap-2,2080.865672,1607.151703,2395.640683,0.57252435,0.138249338,4.141244791,3.45E-05,0.000212224
WBGene00020774,T24E12.5,59.21002162,27.56779246,80.05800702,1.473950947,0.355950467,4.140887797,3.46E-05,0.00021247
WBGene00044445,C02F5.14,29.9257278,10.32579981,45.28965819,1.975922135,0.477410273,4.138834553,3.49E-05,0.000214295
WBGene00020389,T10B5.3,708.7147525,907.5481055,577.6503502,-0.646884725,0.15633715,-4.137754375,3.51E-05,0.000215221
WBGene00019298,pnp-1,1304.580723,948.9612965,1530.557306,0.683796955,0.16535555,4.135312999,3.54E-05,0.000217436
WBGene00004052,parg-2,26.40416325,47.88146071,10.79748378,-1.981864673,0.479632476,-4.132048542,3.60E-05,0.000220461
WBGene00011475,T05D4.2,110.0411593,161.6779779,75.35359475,-1.077981978,0.261010762,-4.130028854,3.63E-05,0.000222319
WBGene00016939,C55B6.1,260.0933679,171.7112622,325.8206475,0.910431453,0.220502707,4.128890143,3.65E-05,0.000223334
WBGene00045253,F46C3.6,80.33120867,124.58249,50.02372483,-1.276724196,0.309248815,-4.128469165,3.65E-05,0.000223655
WBGene00001523,gbh-2,201.1241405,130.0190445,249.577685,0.925979664,0.224440669,4.125721376,3.70E-05,0.000226253
WBGene00003547,nas-29,24.47168356,7.276368288,38.02263081,2.16856881,0.525707551,4.125047865,3.71E-05,0.000226827
WBGene00004283,rab-33,682.147537,885.0638542,541.3177819,-0.702939977,0.170460309,-4.123775083,3.73E-05,0.000227994
WBGene00017772,clec-1,2072.22026,1549.96391,2431.179754,0.644553967,0.156348168,4.122555295,3.75E-05,0.000229025
WBGene00077520,C37A5.11,40.25691919,70.13303031,21.27043129,-1.634852706,0.39656238,-4.122561259,3.75E-05,0.000229025
WBGene00020182,ugt-53,32.32316518,12.02274865,47.87434606,1.862035576,0.451900556,4.120454273,3.78E-05,0.000231032
WBGene00017717,F22F4.4,369.848127,245.5789189,463.1848261,0.901999295,0.218960588,4.1194596,3.80E-05,0.000231904
WBGene00044348,Y71G12B.31,26.74801741,47.81949595,11.20467541,-1.938014448,0.470459807,-4.119404924,3.80E-05,0.000231904
WBGene00017506,F16B4.4,884.489596,1121.517845,722.7237831,-0.629364547,0.152993763,-4.113661474,3.89E-05,0.00023766
WBGene00019962,cysl-3,145.9494827,90.39491004,182.649631,0.996140802,0.242163759,4.113500735,3.90E-05,0.000237732
WBGene00007435,algn-6,228.1770016,146.158741,291.3484511,0.978093499,0.237928605,4.110869719,3.94E-05,0.000240298
WBGene00019882,R05D3.9,189.7640947,123.8864238,237.4261754,0.923825832,0.224729184,4.110840504,3.94E-05,0.000240298
WBGene00016451,clec-6,10.37542817,1.156246449,16.98018929,3.005804003,0.731364344,4.109858552,3.96E-05,0.000241228
WBGene00016591,C42C1.13,115.9182757,167.9429887,79.49391907,-1.056681775,0.257164683,-4.108969257,3.97E-05,0.000241968
WBGene00018007,F33D11.10,1067.626426,764.1434897,1281.931756,0.739005612,0.179851428,4.108978277,3.97E-05,0.000241968
WBGene00014004,fic-1,621.1516907,457.5670502,735.5657777,0.679131228,0.165359862,4.106989559,4.01E-05,0.000243955
WBGene00004993,spp-8,1791.926087,2243.16489,1485.894313,-0.590425416,0.14378869,-4.106202077,4.02E-05,0.000244692
WBGene00008779,F14B4.1,51.20938017,83.3611401,29.47273013,-1.441144205,0.351140294,-4.104183509,4.06E-05,0.000246741
WBGene00219666,linc-31,6.932186387,16.16589376,0.620261018,-3.299713553,0.804344324,-4.102364439,4.09E-05,0.000248592
WBGene00044974,C27H6.5,18.29728937,34.60190755,5.105158611,-2.409511715,0.587522074,-4.101142443,4.11E-05,0.000249811
WBGene00000415,ced-1,1173.762374,1486.828141,957.9181852,-0.629650327,0.153542015,-4.100834066,4.12E-05,0.000250046
WBGene00011694,T10G3.3,71.350997,36.69771148,96.15114159,1.342242741,0.327324507,4.100648473,4.12E-05,0.000250148
WBGene00021247,Y22D7AL.9,100.7723828,53.82200398,126.8558422,1.202523405,0.293529324,4.096774353,4.19E-05,0.00025427
WBGene00005001,spp-16,464.4504335,315.5239389,574.7788281,0.853791855,0.208567509,4.093599531,4.25E-05,0.000257678
WBGene00007609,C15C8.7,449.8128073,591.9408018,346.7381813,-0.76325336,0.186469218,-4.093186892,4.25E-05,0.000258036
WBGene00020799,T25D10.1,59.9133768,27.83198464,86.06065753,1.556334993,0.380265006,4.092764176,4.26E-05,0.000258406
WBGene00020007,R11F4.1,657.5380164,841.1843033,534.4133722,-0.649389964,0.15870495,-4.09180661,4.28E-05,0.000259329
WBGene00020156,T02B11.4,108.1217044,56.87409572,136.2057328,1.223789554,0.299086596,4.091756604,4.28E-05,0.000259329
WBGene00011734,mlc-5,945.5976829,1212.784147,757.6951498,-0.672954307,0.164479263,-4.091423401,4.29E-05,0.000259601
WBGene00045336,R11D1.12,54.08159145,89.68876106,32.49204504,-1.410298028,0.344961486,-4.08827676,4.35E-05,0.000263044
WBGene00010714,mam-3,21.13130598,5.8656305,31.32631337,2.178462668,0.532904193,4.087906788,4.35E-05,0.000263361
WBGene00010902,M79.2,176.2645266,108.3450449,229.8316096,1.062593865,0.25995626,4.087587139,4.36E-05,0.000263621
WBGene00016862,cest-32,392.4507422,280.7376808,467.2886587,0.727892951,0.178122534,4.086473149,4.38E-05,0.000264786
WBGene00009261,F30A10.2,52.37797407,23.7191906,70.06283464,1.493621625,0.365590145,4.085508449,4.40E-05,0.000265785
WBGene00044066,fbxb-66,39.60588413,73.32832238,20.06682839,-1.760044519,0.430845528,-4.085094089,4.41E-05,0.000266156
WBGene00010284,aman-2,816.0547898,580.0307593,985.2142267,0.756298642,0.185173042,4.084280486,4.42E-05,0.000266986
WBGene00004046,plp-1,4008.710102,5007.673691,3335.145271,-0.582716765,0.142760724,-4.08177228,4.47E-05,0.000269674
WBGene00007709,clec-87,10368.67095,13165.19004,8492.357048,-0.62788721,0.153823963,-4.081855644,4.47E-05,0.000269674
WBGene00020500,T14B4.3,291.2303959,200.7366317,357.6557193,0.822885587,0.201615573,4.081458455,4.48E-05,0.000269934
WBGene00017570,F18E9.4,36.55688705,13.20761252,54.3124122,1.891275772,0.463535875,4.080106576,4.50E-05,0.000271403
WBGene00006981,zig-4,39.05006085,65.72387378,19.83811826,-1.637537661,0.401369486,-4.079875822,4.51E-05,0.000271567
WBGene00000740,col-167,424.6277298,272.8262961,513.9128785,0.899543154,0.220520399,4.079183415,4.52E-05,0.000272271
WBGene00010422,H32K16.2,73.98185972,116.9156452,48.18407798,-1.242055711,0.30453979,-4.078467745,4.53E-05,0.000272898
WBGene00022042,icd-2,8432.736903,11351.58827,6471.728641,-0.801005677,0.196396159,-4.078520079,4.53E-05,0.000272898
WBGene00015948,C18A11.2,17.03215773,33.53585584,5.460914104,-2.319907927,0.568843891,-4.078285738,4.54E-05,0.000273006
WBGene00019846,gpx-7,66.8471142,32.33468846,94.68365818,1.485832154,0.364390171,4.07758571,4.55E-05,0.000273617
WBGene00023407,cex-1,140.101867,221.901,93.69038613,-1.210388926,0.296839593,-4.077585859,4.55E-05,0.000273617
WBGene00008822,F14H3.3,139.3310293,86.64900014,178.0347636,1.018797669,0.249934048,4.076266024,4.58E-05,0.000275067
WBGene00015083,egg-1,2523.61009,3135.26016,2111.72452,-0.566768085,0.139198034,-4.071667317,4.67E-05,0.000280447
WBGene00008512,F01G10.10,30.61984338,11.22188944,45.42199742,1.87731428,0.461294047,4.069669426,4.71E-05,0.000282753
WBGene00013694,mekk-3,353.5720278,247.9330937,427.3717954,0.776700073,0.190871035,4.069240105,4.72E-05,0.000283165
WBGene00003773,nlt-1,1607.566686,1219.79246,1875.143183,0.616007823,0.151390773,4.068991855,4.72E-05,0.000283247
WBGene00021468,epg-2,598.640495,781.8890223,480.4724166,-0.696192787,0.171094991,-4.069042473,4.72E-05,0.000283247
WBGene00012814,Y43F8B.3,29.07278378,51.11680392,10.92193054,-2.031714627,0.499487343,-4.067599818,4.75E-05,0.000284724
WBGene00018200,btb-17,118.9509464,71.94705016,152.6531938,1.062361882,0.261174586,4.067631145,4.75E-05,0.000284724
WBGene00003249,mig-18,51.80064365,83.09279878,30.22788133,-1.403524615,0.34508441,-4.067192179,4.76E-05,0.000285112
WBGene00018261,cyp-33C5,39.936539,16.27823454,57.40391703,1.716277059,0.421993372,4.067071131,4.76E-05,0.00028515
WBGene00019404,K05B2.4,36.92066514,14.31826028,50.68931795,1.715429817,0.421910126,4.065865477,4.79E-05,0.000286517
WBGene00021476,nsun-4,180.5073928,250.8706065,125.9961041,-0.975478763,0.239943586,-4.065450458,4.79E-05,0.000286917
WBGene00044218,F23H12.10,17.58962606,34.13776903,5.834975375,-2.271221644,0.558688313,-4.065275025,4.80E-05,0.000287022
WBGene00002243,lad-2,123.5850109,72.07005457,155.2561665,1.082056392,0.266178428,4.065154336,4.80E-05,0.00028706
WBGene00045156,T02E1.9,20.06468995,38.21449137,6.951533835,-2.206703523,0.542910609,-4.064579856,4.81E-05,0.000287657
WBGene00010083,xdh-1,262.2024074,175.4536962,318.7264717,0.8496017,0.209115459,4.062835448,4.85E-05,0.000289704
WBGene00016162,crh-2,959.0301705,721.0120492,1112.793092,0.621564218,0.153040645,4.061432304,4.88E-05,0.000291339
WBGene00194674,F23D12.11,458.7781138,304.5622533,572.698977,0.89748669,0.22100562,4.060922485,4.89E-05,0.000291864
WBGene00022181,pho-9,175.8486839,244.5436096,130.8551365,-0.888727197,0.219066889,-4.056875972,4.97E-05,0.00029685
WBGene00016749,C48E7.1,806.2504389,586.8612695,946.3164471,0.683260277,0.168468837,4.055707203,5.00E-05,0.000298224
WBGene00007108,gspd-1,466.2956978,313.5332971,578.6077816,0.871506253,0.214919318,4.055039176,5.01E-05,0.000298962
WBGene00021884,Y54G2A.19,98.55360039,147.126812,58.69933092,-1.2825215,0.316334825,-4.054316492,5.03E-05,0.000299773
WBGene00007068,cTel55X.1,544.6903286,395.0680352,640.7784407,0.691438095,0.170593323,4.053136913,5.05E-05,0.000301173
WBGene00006418,spl-2,21.78237975,6.281728359,33.68677106,2.181325313,0.538208366,4.052938327,5.06E-05,0.000301313
WBGene00000872,cyk-1,615.9898504,788.2344091,501.1457925,-0.648251842,0.159971577,-4.052293868,5.07E-05,0.000302029
WBGene00007431,C08B6.11,45.44965908,20.29254941,64.4610735,1.587022328,0.391660262,4.052038159,5.08E-05,0.000302243
WBGene00014771,F55G11.3,8.672845493,0.736238996,14.41435212,3.134197645,0.773783148,4.050485792,5.11E-05,0.000304138
WBGene00001454,flp-11,126.6590539,187.0217261,90.51266159,-1.026319973,0.253404563,-4.050124284,5.12E-05,0.000304492
WBGene00010004,F53H2.1,53.48322673,25.71357826,72.00596603,1.426672714,0.352330851,4.049241533,5.14E-05,0.000305525
WBGene00010545,cbp-2,744.8553811,545.8966337,884.2132368,0.689598291,0.170325362,4.048711734,5.15E-05,0.0003061
WBGene00022613,sek-3,332.5735424,235.0999704,398.1828656,0.752064469,0.185762303,4.048531153,5.15E-05,0.000306219
WBGene00019875,mca-2,559.2792769,733.9268563,432.5658719,-0.754466302,0.186464101,-4.046174555,5.21E-05,0.000309198
WBGene00044080,D1086.10,29667.11404,36286.03418,25249.29078,-0.520514444,0.128652939,-4.045880698,5.21E-05,0.000309468
WBGene00021829,mrpl-17,292.6172269,395.2664759,216.1974304,-0.858215262,0.212137288,-4.045565361,5.22E-05,0.000309766
WBGene00009328,F32D8.3,17.00733682,4.013972178,26.91117735,2.400735319,0.593531752,4.044830475,5.24E-05,0.000310621
WBGene00044773,C08A9.10,1414.966822,1862.417247,1129.665922,-0.714376667,0.176664771,-4.043684905,5.26E-05,0.000312024
WBGene00044927,F32B5.9,24.7722591,45.96025484,8.799942679,-2.151405725,0.532107248,-4.043180646,5.27E-05,0.000312576
WBGene00012556,mrps-10,217.7355571,300.4471916,154.4471512,-0.943497598,0.233377906,-4.042788862,5.28E-05,0.000312979
WBGene00016023,prmt-6,27.34975869,8.850604244,41.03671132,2.032113118,0.502695292,4.042435148,5.29E-05,0.000313332
WBGene00008220,C50B6.7,227.152942,152.9056418,281.1974287,0.866568002,0.214388741,4.042040624,5.30E-05,0.00031374
WBGene00019761,M03F8.1,21.87991615,6.497223208,32.91298743,2.120452292,0.524627648,4.041823381,5.30E-05,0.000313911
WBGene00015963,C18B10.6,16.25480643,3.589054775,25.23499364,2.441084423,0.603986408,4.04162145,5.31E-05,0.000314062
WBGene00008855,F15D3.5,6.380730991,14.54062959,0.378837004,-3.384534587,0.837651689,-4.040503507,5.33E-05,0.000315442
WBGene00003645,nhr-55,104.9285177,60.21555204,132.0974695,1.106485682,0.273862412,4.040297728,5.34E-05,0.000315599
WBGene00017984,F32D1.5,3874.826359,4870.970888,3199.458195,-0.602231714,0.149104031,-4.039003572,5.37E-05,0.000317224
WBGene00020718,mrps-2,690.7296356,885.7757654,552.7469171,-0.674447734,0.167005384,-4.038478985,5.38E-05,0.000317813
WBGene00018803,fbxa-24,270.6362241,368.0808412,210.1617644,-0.798807151,0.197957118,-4.035253481,5.45E-05,0.000322088
WBGene00044345,Y48G1C.12,206.770588,284.0933332,151.3164889,-0.894823744,0.221774357,-4.034838639,5.46E-05,0.000322535
WBGene00044233,dolk-1,74.96193472,115.3453105,48.71822012,-1.208484162,0.299549218,-4.034342566,5.48E-05,0.000323094
WBGene00012544,Y37D8A.2,1210.178586,1519.077159,1005.258267,-0.591692495,0.146689779,-4.033631379,5.49E-05,0.000323951
WBGene00013244,Y56A3A.33,41.59964108,68.83170319,20.73395753,-1.636863164,0.405967572,-4.032004719,5.53E-05,0.000325957
WBGene00019237,H24G06.1,756.0540519,559.2882506,893.5985545,0.670314658,0.166248577,4.032002384,5.53E-05,0.000325957
WBGene00013106,set-26,661.4258468,944.9479059,459.1484674,-1.020254643,0.253339811,-4.027217989,5.64E-05,0.000332533
WBGene00012187,rpb-11,629.8933847,810.1259181,501.9532068,-0.684413959,0.169981408,-4.026404825,5.66E-05,0.000333557
WBGene00017447,F14B8.5,209.9613793,139.9943367,256.0431015,0.858757994,0.213295846,4.026135576,5.67E-05,0.000333813
WBGene00013766,prmt-1,3478.323416,4375.994439,2868.144341,-0.605245208,0.150443804,-4.023065045,5.74E-05,0.000338068
WBGene00002268,lec-5,3215.011837,4106.266742,2633.031443,-0.636177074,0.158207297,-4.021161395,5.79E-05,0.000340683
WBGene00019064,myo-5,44.46876395,71.94481743,24.00704014,-1.510873441,0.37574965,-4.020957678,5.80E-05,0.000340848
WBGene00001714,grl-5,53.8556658,24.78554899,72.56833963,1.480183735,0.368236379,4.019656443,5.83E-05,0.000342606
WBGene00020158,T02C5.1,1723.315378,1337.815537,1981.357863,0.563191065,0.14014391,4.018662428,5.85E-05,0.000343924
WBGene00007295,C04C11.1,360.3342301,476.1824775,280.5949361,-0.754703651,0.187848218,-4.017624759,5.88E-05,0.000345311
WBGene00008020,C38H2.3,104.0052382,152.4734593,70.3139823,-1.090865913,0.271583147,-4.016692223,5.90E-05,0.000346548
WBGene00008862,F15D4.5,403.4095323,530.1680726,322.6199023,-0.709744652,0.176704818,-4.01655517,5.91E-05,0.000346619
WBGene00007139,mnp-1,114.8284137,167.5106195,81.34245675,-1.021271342,0.254445258,-4.013717326,5.98E-05,0.000350682
WBGene00021602,clec-205,90.96729791,52.08343935,119.7823257,1.170004067,0.291558734,4.012927517,6.00E-05,0.000351725
WBGene00014039,ZK662.2,15.02529399,30.49466162,4.404677298,-2.429044908,0.605666534,-4.010531824,6.06E-05,0.000355179
WBGene00013538,ari-1.4,703.8819973,898.5395509,566.5334575,-0.65984428,0.164564797,-4.009632024,6.08E-05,0.0003564
WBGene00004270,rab-6.2,572.9847807,416.6682604,670.8531584,0.680948779,0.169838327,4.009394049,6.09E-05,0.000356624
WBGene00011399,T03F6.3,1301.545571,989.9748869,1506.042569,0.601113665,0.149942034,4.008973651,6.10E-05,0.000357125
WBGene00009337,uig-1,260.4914452,177.6973344,320.6590545,0.840191025,0.209648312,4.007621233,6.13E-05,0.00035904
WBGene00013404,fbxb-101,20.32409463,40.4770137,7.719050152,-2.159192917,0.538840323,-4.007110871,6.15E-05,0.000359681
WBGene00018532,F47B7.1,2691.028479,3407.320096,2215.879289,-0.616245519,0.15384085,-4.005733966,6.18E-05,0.000361646
WBGene00015125,B0303.3,1030.844146,780.6870556,1203.395812,0.619716011,0.154739372,4.004901949,6.20E-05,0.000362784
WBGene00044323,tag-281,63.76081842,97.71693444,38.5242418,-1.29771997,0.3240666,-4.004485405,6.22E-05,0.000363287
WBGene00044955,K07C11.11,35.9876654,60.00021276,17.33112111,-1.686181683,0.421134233,-4.003905528,6.23E-05,0.000364042
WBGene00009842,igeg-2,85.83611276,48.65992643,111.2913393,1.161997386,0.290223558,4.003801048,6.23E-05,0.000364066
WBGene00015085,B0244.10,35.70884376,14.27811007,52.6339891,1.764400355,0.44071613,4.003484863,6.24E-05,0.000364416
WBGene00219773,linc-32,8.822241803,18.84969043,0.95862218,-3.100369149,0.775000326,-4.000474641,6.32E-05,0.000368944
WBGene00000235,baf-1,1496.568886,1858.48689,1253.617707,-0.564552672,0.14115272,-3.999587616,6.35E-05,0.00037019
WBGene00007321,C05B5.4,44.258235,75.01289473,25.51399201,-1.487992352,0.3720902,-3.999009784,6.36E-05,0.000370955
WBGene00003385,moc-2,177.5691102,245.1484378,130.9378099,-0.890804632,0.222803374,-3.998164907,6.38E-05,0.000371862
WBGene00010809,M01F1.3,796.6176441,1013.418337,649.1201541,-0.637639196,0.15948246,-3.99817757,6.38E-05,0.000371862
WBGene00013857,orc-5,476.1407206,342.9065159,564.7875375,0.712867198,0.178291975,3.998313436,6.38E-05,0.000371862
WBGene00011093,R07B7.9,40.24232786,15.55147284,53.74701741,1.683361135,0.421110034,3.997437725,6.40E-05,0.000372866
WBGene00021370,nape-2,163.4331721,226.3972669,117.0200854,-0.935738444,0.234100024,-3.997173641,6.41E-05,0.000373142
WBGene00011879,pho-7,84.03400758,44.37472117,106.4559159,1.224099934,0.30645349,3.994406894,6.49E-05,0.000377384
WBGene00001168,eef-1A.1,81285.01182,104933.7174,65504.76625,-0.673848477,0.168709577,-3.994132929,6.49E-05,0.000377537
WBGene00022077,vamp-7,304.3428156,412.299689,222.3885063,-0.877104859,0.219597169,-3.994153766,6.49E-05,0.000377537
WBGene00015679,C10F3.7,73.45413611,117.4755003,46.12220209,-1.303902681,0.326502921,-3.993540629,6.51E-05,0.00037834
WBGene00021074,W07E6.2,229.7677005,311.718757,170.4177268,-0.85857901,0.215024294,-3.992939559,6.53E-05,0.000379159
WBGene00000627,col-50,10.35533735,21.92396867,2.039784902,-2.774937031,0.69527214,-3.991152344,6.58E-05,0.000381821
WBGene00009561,F39D8.3,29.95641941,10.27195831,41.28999237,1.859248943,0.465848373,3.991103222,6.58E-05,0.000381821
WBGene00002117,ins-34,141.095096,198.7517026,99.26291542,-0.982606072,0.246236378,-3.990499209,6.59E-05,0.000382651
WBGene00021070,cpr-8,36.0086757,14.82670317,51.55002414,1.692544885,0.42418173,3.990140932,6.60E-05,0.000383086
WBGene00012316,ctps-1,696.4257372,888.7098805,560.4228236,-0.659571151,0.165318139,-3.989708296,6.62E-05,0.000383642
WBGene00007864,irg-6,12.61104626,2.041155658,19.50389086,2.667601415,0.668706509,3.989196124,6.63E-05,0.000384328
WBGene00016178,mesp-1,1600.587713,2189.385668,1193.891287,-0.862131472,0.216237708,-3.986961762,6.69E-05,0.000387819
WBGene00012398,Y6E2A.4,44.06256871,73.51506558,23.82190177,-1.546940145,0.388022129,-3.986731757,6.70E-05,0.00038805
WBGene00014058,ZK673.2,1140.313337,1427.263519,944.0133701,-0.592316229,0.148620073,-3.985438961,6.74E-05,0.000390023
WBGene00009219,dpm-3,2150.187515,2831.288924,1710.008518,-0.720156967,0.180724388,-3.984835561,6.75E-05,0.000390869
WBGene00003485,mua-6,873.2918185,642.5802229,1018.470148,0.658830099,0.165340039,3.984697848,6.76E-05,0.00039095
WBGene00007202,B0564.2,155.7546685,215.7927384,111.5131388,-0.935947832,0.2349483,-3.983633129,6.79E-05,0.00039256
WBGene00009113,maph-1.2,353.2669629,479.7888963,258.7123094,-0.877461511,0.220305154,-3.982936824,6.81E-05,0.000393566
WBGene00010224,F58A3.4,74.60084025,120.9660476,46.47832119,-1.331693579,0.334767888,-3.977960925,6.95E-05,0.000401742
WBGene00015599,fbxa-164,25.84760192,48.25613718,12.1089828,-1.854045553,0.466093733,-3.977838412,6.95E-05,0.000401799
WBGene00020101,lmtr-5,332.7469134,442.7168971,262.0079369,-0.748514536,0.188274355,-3.975658478,7.02E-05,0.000405347
WBGene00013673,Y105E8A.13,45.21007135,19.85343663,63.2167292,1.583222306,0.398300178,3.974947525,7.04E-05,0.000406408
WBGene00019824,R02D3.7,760.3010203,550.328716,908.0908829,0.715337866,0.179985979,3.974408831,7.06E-05,0.000407177
WBGene00022394,natb-1,696.064206,487.0374352,847.8031378,0.790036635,0.198789566,3.974235938,7.06E-05,0.000407322
WBGene00003119,mac-1,305.3205272,410.5310401,227.71465,-0.838407965,0.211040465,-3.972735592,7.11E-05,0.000409744
WBGene00021606,Y46H3C.6,17.52993715,33.20665238,5.538928713,-2.278893812,0.573772384,-3.971773258,7.13E-05,0.00041125
WBGene00012890,lact-9,198.9749781,132.8987893,243.878667,0.862964608,0.217319204,3.970954217,7.16E-05,0.000412513
WBGene00013432,Y66D12A.6,145.7501475,205.2490667,99.11575497,-1.027833098,0.258922816,-3.969650547,7.20E-05,0.000414623
WBGene00000831,ctl-2,1171.769337,860.0935494,1369.374762,0.665118312,0.167610979,3.968226388,7.24E-05,0.000416953
WBGene00007863,C32C4.3,5.621390303,14.10750907,0.389211615,-3.333821517,0.840187492,-3.967949474,7.25E-05,0.000417283
WBGene00010047,F54D1.6,966.4349565,733.1729306,1127.851338,0.616746423,0.155446136,3.967589277,7.26E-05,0.000417759
WBGene00008547,F07A11.4,359.5851113,255.6711075,429.1102332,0.73901761,0.186400844,3.964668788,7.35E-05,0.000422749
WBGene00018952,F56C9.8,271.6674598,175.9277607,345.4539747,0.956185664,0.24128201,3.962938076,7.40E-05,0.000425669
WBGene00006628,tsp-2,160.9361013,99.53467966,207.9831387,1.040472052,0.26256441,3.962730708,7.41E-05,0.000425881
WBGene00007240,C01G10.15,33.47330914,60.30100016,17.51262347,-1.681580229,0.424397218,-3.962279103,7.42E-05,0.00042638
WBGene00235267,Y77E11A.23,21.37528295,41.90985034,8.837288076,-2.048045783,0.516886426,-3.962274267,7.42E-05,0.00042638
WBGene00014008,ZK596.3,20.06246079,5.218137454,32.57841543,2.327025417,0.587404073,3.961541165,7.45E-05,0.000427534
WBGene00011648,cni-1,676.2667715,486.5724114,813.7266225,0.734106231,0.185350863,3.960630237,7.48E-05,0.00042885
WBGene00015521,fipr-16,28.18620845,50.01146228,13.43820624,-1.771638128,0.447307812,-3.960668871,7.47E-05,0.00042885
WBGene00016865,ets-9,168.333872,109.5845122,206.7074492,0.900764364,0.227436441,3.960510278,7.48E-05,0.000428907
WBGene00008366,tpra-1,258.8661545,179.5702199,313.691523,0.794782311,0.200714014,3.959774879,7.50E-05,0.000430071
WBGene00008860,romo-1,722.9195556,938.3026238,569.0559944,-0.714197892,0.180376511,-3.959483903,7.51E-05,0.000430436
WBGene00012325,W07A12.8,23.19144988,7.328846548,34.10386525,2.02300639,0.510953551,3.959276509,7.52E-05,0.000430651
WBGene00020149,T01D1.4,315.2146563,223.2334538,378.7995453,0.754362904,0.190595456,3.95792702,7.56E-05,0.000432931
WBGene00021830,Y54E10A.10,477.8638831,637.7070901,361.1554043,-0.809550667,0.204663091,-3.955528394,7.64E-05,0.000437136
WBGene00010354,cyp-31A2,505.941506,650.0625859,407.6029832,-0.667488516,0.168810879,-3.954061015,7.68E-05,0.000439665
WBGene00022549,ZC196.5,96.43938372,56.06903866,125.9803769,1.13754393,0.287748282,3.953260551,7.71E-05,0.000440977
WBGene00020320,T07F8.4,271.9844666,188.2286074,328.135477,0.791872684,0.200322992,3.952979521,7.72E-05,0.000441332
WBGene00018232,F40E3.5,23.25059361,42.47266938,9.936093365,-1.929108512,0.488202051,-3.951455153,7.77E-05,0.00044399
WBGene00011075,R07A4.4,20.64840441,6.073231633,31.63876156,2.139467736,0.541685642,3.949648226,7.83E-05,0.00044719
WBGene00219816,C14E2.12,188.1766438,421.962277,30.35444776,-2.962275566,0.750480206,-3.947173477,7.91E-05,0.000451669
WBGene00013458,Y67A10A.9,95.10124941,51.64677424,127.0684815,1.258610959,0.318900786,3.946716395,7.92E-05,0.000452365
WBGene00011708,T11B7.5,94.86630979,55.78868093,121.9620022,1.100973009,0.278974863,3.946495384,7.93E-05,0.000452616
WBGene00009996,sde-2,480.1134086,623.9641248,388.595537,-0.67702778,0.171559105,-3.946323799,7.94E-05,0.000452774
WBGene00045157,K02C4.8,26.63569487,48.22635454,8.03675302,-2.26667913,0.574755861,-3.943725125,8.02E-05,0.000457543
WBGene00004224,ptr-10,41.62350767,18.54030238,57.48697745,1.551308306,0.393443603,3.942898789,8.05E-05,0.000458954
WBGene00014184,ZK1025.4,8.265318321,0.73510343,14.03662151,3.07920848,0.781139455,3.941944632,8.08E-05,0.000460615
WBGene00023430,D1054.17,7.762111491,17.46441531,0.841861173,-3.144584332,0.797798882,-3.941575257,8.09E-05,0.000461155
WBGene00018492,hpo-26,37.06049524,64.53195593,19.96126704,-1.603552289,0.406852862,-3.941356787,8.10E-05,0.000461406
WBGene00006439,ant-1.1,36874.61873,46839.94862,30217.38967,-0.627428531,0.159213082,-3.940810163,8.12E-05,0.000462289
WBGene00044502,C46G7.5,32.76728528,55.83995627,15.87808051,-1.702656138,0.432113484,-3.940298557,8.14E-05,0.000463106
WBGene00017362,F10G2.1,641.0823638,815.2276076,525.7920551,-0.627772758,0.159347088,-3.939656303,8.16E-05,0.000464177
WBGene00012931,Y47D3A.20,326.932742,433.3687677,256.6878409,-0.747210263,0.18969578,-3.938992541,8.18E-05,0.000465292
WBGene00015945,C18A3.9,11.2886087,24.01192902,2.412982202,-2.716453171,0.690049002,-3.936609087,8.26E-05,0.000469764
WBGene00010507,K02E2.6,354.5720446,247.2025476,434.8627817,0.804461875,0.204420702,3.935324874,8.31E-05,0.00047211
WBGene00008665,ercc-1,470.6882387,614.1846266,380.6750256,-0.68372873,0.173754158,-3.935035223,8.32E-05,0.000472506
WBGene00020765,T24C12.3,120.0833946,73.46757623,153.4161112,1.039482508,0.264208736,3.934323,8.34E-05,0.000473736
WBGene00018776,F53H1.1,443.864087,584.2170307,344.6801295,-0.752584804,0.191360781,-3.932805879,8.40E-05,0.000476562
WBGene00001724,grl-15,90.24904233,52.49816786,117.2574229,1.12945989,0.287229565,3.932254984,8.42E-05,0.000477481
WBGene00019329,ceeh-1,163.7793195,106.1101361,203.7701358,0.925252719,0.23550409,3.928818049,8.54E-05,0.000484179
