Gene,Name,baseMean,baseMean_N2_OP50,baseMean_N2_PA14,log2FoldChange,lfcSE,stat,pvalue,padj
WBGene00004996,spp-11,10.31837566,2.670105747,18.02685847,1.24113083,0.411519848,3.015968335,0.0025616,0.020082654
WBGene00015191,B0432.10,355.5757013,290.5201215,420.7436808,0.510656033,0.169314455,3.016021472,0.002561151,0.020082654
WBGene00019111,F59E11.5,851.735507,453.4669633,1249.881277,1.085065569,0.35975423,3.016130116,0.002560234,0.020082654
WBGene00011673,cyp-13A6,29.9330405,15.39735066,44.30109606,1.103199913,0.365917587,3.014886278,0.002570756,0.02013536
WBGene00016888,znf-598,4528.137019,3970.904434,5085.628919,0.349725846,0.115999669,3.014886594,0.002570754,0.02013536
WBGene00050884,Y69H2.15,134.087389,170.3568829,98.11343299,-0.721756023,0.239500705,-3.01358621,0.002581797,0.020212269
WBGene00011076,scav-5,673.2056795,495.6887607,850.7519872,0.709284922,0.235384739,3.01330037,0.00258423,0.020221752
WBGene00012641,epg-6,2214.468588,1922.417838,2506.790871,0.374006942,0.12413708,3.012854351,0.002588031,0.020241925
WBGene00017463,F14D12.1,300.2083966,372.1345856,228.6202027,-0.65058637,0.216057846,-3.011167523,0.002602452,0.020345104
WBGene00022721,ugtp-1,922.7802497,711.0480728,1134.308959,0.627412567,0.20840194,3.010588892,0.002607416,0.020374286
WBGene00012903,vps-2,873.6751072,1019.044693,728.735967,-0.465979701,0.154882298,-3.008605282,0.002624499,0.020498089
WBGene00003767,nlp-29,601.3405864,405.1161818,797.4030937,0.84531998,0.280990733,3.008355372,0.002626658,0.020505278
WBGene00018562,F47D12.6,299.3392283,207.936119,390.8229037,0.801854954,0.266647161,3.007176037,0.00263687,0.020575295
WBGene00012361,mrpl-12,884.0642692,1059.506176,708.5979698,-0.550117276,0.182953466,-3.00686993,0.002639527,0.020586319
WBGene00007986,C36F7.5,279.4746316,342.65214,216.1312741,-0.620086429,0.206245853,-3.006540104,0.002642392,0.020598958
WBGene00009925,F52B11.2,1897.531528,2205.875937,1589.435896,-0.456157287,0.151883297,-3.003340694,0.002670333,0.020806974
WBGene00000371,cox-5B,6931.141413,7978.0241,5884.366143,-0.425712761,0.1417679,-3.002885419,0.002674331,0.020819516
WBGene00012984,Y48B6A.13,379.6424615,450.5016469,308.9979508,-0.518824338,0.172776106,-3.002870888,0.002674459,0.020819516
WBGene00020698,T22F3.8,52.66001231,34.68599174,70.53115204,0.873197189,0.290869087,3.002028152,0.002681874,0.020867424
WBGene00010116,cest-13,926.9261976,791.7694025,1062.158891,0.411731583,0.137189007,3.001199516,0.002689183,0.020914464
WBGene00011056,R06B9.5,27.81960425,39.80831945,15.8581813,-1.029009502,0.342979336,-3.00020845,0.002697949,0.020972783
WBGene00008593,clec-227,65.8939945,92.42027823,39.41194823,-0.984672581,0.328349463,-2.998855458,0.002709958,0.021056249
WBGene00019518,K08B5.1,217.5916643,137.2362355,297.8679514,0.927001761,0.309542407,2.994748828,0.002746709,0.021331787
WBGene00010086,F55B11.4,731.9224333,548.6195663,914.883971,0.677044079,0.226226681,2.992768479,0.002764594,0.021460614
WBGene00001478,fmo-3,694.2762835,562.1567633,826.770999,0.529481653,0.177001881,2.991389982,0.002777106,0.021547633
WBGene00003989,pfn-1,3837.328092,4313.468669,3361.544406,-0.352208708,0.117755367,-2.991020418,0.002780469,0.02155614
WBGene00017197,F07C3.9,170.5971346,211.1632134,129.6826813,-0.650272179,0.217410837,-2.990983287,0.002780807,0.02155614
WBGene00185048,urm-1,272.6535762,323.2185097,222.0233605,-0.516775724,0.172787596,-2.990814943,0.002782341,0.021557929
WBGene00006826,unc-97,2643.629873,3009.705179,2277.674903,-0.391594643,0.131092317,-2.987166996,0.002815759,0.021806648
WBGene00016436,C35B1.7,26.64847117,37.66526536,15.59560159,-1.002251328,0.335724263,-2.985340762,0.002832626,0.021927014
WBGene00000175,aqp-7,6304.891538,7463.604623,5146.111522,-0.511999916,0.171519856,-2.985076645,0.002835073,0.021935696
WBGene00002977,lev-10,849.6376389,966.2169142,733.0459288,-0.388234079,0.130088924,-2.984374586,0.002841587,0.021975822
WBGene00010666,K08E4.2,128.4879693,98.30116192,158.493882,0.638750484,0.214147444,2.982760258,0.002856617,0.02208174
WBGene00000162,apd-3,1552.855294,1787.047676,1319.19195,-0.424423811,0.142316339,-2.982256388,0.002861323,0.022107792
WBGene00010342,F59F5.3,60.03533927,34.82284265,85.26433014,1.01048408,0.338886493,2.981777384,0.002865803,0.022132077
WBGene00009898,dod-23,347.8626496,270.3599889,425.1141406,0.609742704,0.204614376,2.979960228,0.002882858,0.022253315
WBGene00011242,R11D1.1,986.217153,826.3505982,1145.971987,0.454922058,0.152667701,2.979818623,0.002884191,0.022253315
WBGene00004494,rps-25,34943.83502,40363.20027,29524.58487,-0.436353245,0.146514933,-2.978216866,0.002899308,0.022359525
WBGene00012034,T26C5.4,131.4426413,69.36054399,193.4631411,1.083095111,0.36384759,2.976782421,0.002912907,0.022453937
WBGene00013149,Y53F4B.1,100.2257251,76.11310985,124.4277235,0.654227713,0.219822913,2.976157968,0.002918845,0.022489236
WBGene00013158,Y53F4B.11,561.8597515,665.3243882,458.3739296,-0.512832169,0.172378914,-2.975028428,0.002929614,0.022561708
WBGene00219905,F19F10.13,19.66648156,29.78143643,9.649244962,-1.125553361,0.378550166,-2.973326822,0.002945906,0.022676625
WBGene00219709,linc-37,5.909904755,0.417122491,11.39926259,1.164410378,0.391665936,2.97296821,0.00294935,0.022692581
WBGene00008594,clec-57,468.7782742,594.8422779,342.7254112,-0.719415284,0.242046374,-2.972220872,0.002956539,0.022737324
WBGene00005655,srr-4,970.4092689,1124.664382,815.996542,-0.446847726,0.150452729,-2.970020738,0.002977796,0.022890168
WBGene00003778,nnt-1,380.1548001,280.5424878,480.0554702,0.70419284,0.237157767,2.969301198,0.002984779,0.022933189
WBGene00015954,C18B2.3,2343.797986,2641.450762,2046.47457,-0.360021462,0.12126453,-2.968893384,0.002988743,0.02295299
WBGene00004110,pqn-20,2626.647393,3006.830236,2246.533847,-0.408445861,0.137611063,-2.968117914,0.002996294,0.023000306
WBGene00008221,nhr-168,152.3528952,96.77670585,208.1062436,0.916855289,0.308933983,2.967803282,0.002999362,0.023013187
WBGene00019718,M01H9.2,33.44869902,46.10067014,20.75633732,-0.941407601,0.317241051,-2.96748355,0.003002483,0.02302646
WBGene00003990,pfn-2,4199.906729,4974.971198,3424.961906,-0.513624279,0.173131366,-2.96667375,0.003010402,0.023076496
WBGene00019612,gpcp-1,783.3063158,655.0946379,911.4495342,0.458978011,0.154765708,2.965631196,0.003020625,0.023144139
WBGene00010920,M117.4,552.2146621,634.2988412,469.9679861,-0.419418164,0.141501694,-2.964050487,0.003036185,0.023252594
WBGene00185092,K08D8.7,119.4851531,89.40332672,149.5227935,0.679078769,0.229121621,2.963835394,0.003038308,0.02325809
WBGene00001578,ges-1,1847.170641,2155.259136,1539.463439,-0.466948826,0.157576225,-2.963320298,0.003043397,0.023286279
WBGene00003660,nhr-70,593.4397709,691.7681472,495.4040669,-0.463579638,0.15659617,-2.960351058,0.003072887,0.023501051
WBGene00022760,ZK546.3,601.3192656,731.6110735,470.9207325,-0.595102666,0.201056036,-2.959884602,0.003077543,0.02352579
WBGene00023417,swm-1,860.2760548,702.3403186,1018.404984,0.511311293,0.172792294,2.959109347,0.003085296,0.023574169
WBGene00010720,algn-3,843.4342126,972.3625925,714.691473,-0.429881264,0.145295775,-2.958663201,0.003089766,0.023591983
WBGene00011400,T03F6.4,780.2061332,551.3446786,1008.739921,0.772551688,0.26112139,2.958592122,0.003090479,0.023591983
WBGene00010488,endu-1,797.7552093,659.5234776,935.7359913,0.483891492,0.163583854,2.958063895,0.003095779,0.023621554
WBGene00007962,C35D6.5,59.79111414,32.90439458,86.81029711,1.050629871,0.355201409,2.957842638,0.003098002,0.023627621
WBGene00017778,nono-1,1262.903057,1454.522153,1071.728676,-0.426632761,0.144281001,-2.956957308,0.003106911,0.023684653
WBGene00019064,myo-5,2060.377531,2393.387451,1727.229916,-0.453630812,0.153464354,-2.955936022,0.003117217,0.023752278
WBGene00013407,fld-1,735.4687781,870.1105195,601.1500899,-0.509009328,0.17222846,-2.955430989,0.003122325,0.023780251
WBGene00021397,Y38C1AA.6,152.6700522,110.2639065,195.086974,0.73845755,0.249949997,2.954421117,0.003132562,0.023847243
WBGene00020720,T23B12.5,119.1645353,74.09876935,163.9783188,0.936932832,0.317333248,2.952520221,0.003151914,0.023983531
WBGene00004171,pqn-91,54.72560597,72.75319639,36.52984563,-0.851209203,0.288385242,-2.951639264,0.00316092,0.024041002
WBGene00004430,rpl-18,13621.83013,15710.70154,11533.44149,-0.431391784,0.146187918,-2.950940061,0.003168084,0.024072187
WBGene00010341,glo-3,446.5774125,335.8563484,557.2828547,0.669947974,0.227040317,2.950788575,0.003169638,0.024072187
WBGene00021210,Y18H1A.4,419.5157235,502.7882925,336.3612868,-0.548678882,0.185928733,-2.951017158,0.003167293,0.024072187
WBGene00022834,ZK973.8,467.1090156,546.9079352,387.5630451,-0.476919149,0.161630708,-2.950671654,0.003170838,0.024072187
WBGene00008003,enu-3.2,149.8369347,189.890191,109.8886158,-0.713764948,0.2419267,-2.950335568,0.00317429,0.024076303
WBGene00015424,C04E6.8,65.76545721,91.78831318,39.80827141,-0.966665452,0.327639702,-2.950391688,0.003173713,0.024076303
WBGene00021927,abhd-14,191.3831307,231.6588103,151.1396792,-0.578866285,0.196226334,-2.949992867,0.003177813,0.024091983
WBGene00020015,nhr-210,155.735089,123.2901291,188.3088508,0.574642316,0.194811866,2.949729547,0.003180522,0.024101484
WBGene00010789,sulp-5,26.70551461,10.67926674,42.6154021,1.186151991,0.402206526,2.949111748,0.003186887,0.024138665
WBGene00020284,mel-46,1836.235419,2138.382835,1534.485754,-0.460819694,0.156384257,-2.946714099,0.0032117,0.024315478
WBGene00001476,fmo-1,2177.173634,1592.613774,2761.781393,0.717238561,0.24352539,2.945231136,0.003227135,0.024420427
WBGene00012572,Y37H2B.1,10.58325922,3.069044678,18.12971641,1.212291476,0.411630126,2.945099011,0.003228513,0.024420427
WBGene00011452,ugt-55,47.1747357,29.00207921,65.15622564,0.946444722,0.321464416,2.944166368,0.003238259,0.024482952
WBGene00011536,T06E4.9,346.5753027,421.0514459,271.8462684,-0.591099492,0.200793728,-2.943814512,0.003241942,0.02449961
WBGene00012729,Y39G8B.10,49.76015554,30.57806764,68.7969023,0.947033874,0.322154848,2.939685313,0.003285457,0.024817125
WBGene00018926,F56A11.6,472.0425948,566.3419438,377.6158287,-0.55246774,0.188023989,-2.938283258,0.003300353,0.02491827
WBGene00007009,wwp-1,6576.237467,7350.151882,5802.647642,-0.334412389,0.113840218,-2.937559296,0.003308069,0.024965136
WBGene00015466,hyls-1,449.1773427,378.1826234,520.0005453,0.443410272,0.15100269,2.936439547,0.003320035,0.025044022
WBGene00020171,T02H6.1,1965.070003,2265.147377,1665.2898,-0.429351195,0.146268385,-2.935365658,0.003331548,0.025119419
WBGene00008854,F15D3.4,710.9540503,832.6614464,589.3507201,-0.478244774,0.162934416,-2.935198011,0.003333349,0.025121551
WBGene00019682,K12H4.7,22416.45247,19402.51713,25430.6671,0.380395887,0.12963228,2.934422556,0.003341689,0.025172944
WBGene00015002,B0034.1,705.9220288,449.4710114,962.1333131,0.909400123,0.310318715,2.930535859,0.003383779,0.025468142
WBGene00019240,adh-5,1868.627077,2169.318171,1568.333051,-0.451039682,0.153911154,-2.930519792,0.003383954,0.025468142
WBGene00012481,Y18D10A.11,885.7288542,1057.884023,713.5203267,-0.538295832,0.183706304,-2.930197933,0.003387462,0.02547223
WBGene00020865,T27E4.7,659.2456174,524.12786,794.0099193,0.5643966,0.192614502,2.930187461,0.003387576,0.02547223
WBGene00013176,Y53F4B.39,1348.791978,1559.578392,1138.303831,-0.438707663,0.149760223,-2.929400428,0.003396166,0.025525226
WBGene00003769,nlp-31,870.2921813,700.2031879,1040.766511,0.541365271,0.184824229,2.929081726,0.00339965,0.025528227
WBGene00018026,F35A5.4,925.7275196,1171.091339,680.4063121,-0.708594289,0.241916726,-2.929083489,0.003399631,0.025528227
WBGene00009453,F36A2.3,2952.88167,2448.726367,3457.216229,0.477252478,0.16296744,2.928514292,0.003405862,0.025563271
WBGene00044757,Y55F3BR.11,82.07789286,57.48517086,106.6909413,0.7844382,0.267936691,2.927699817,0.003414796,0.025618707
WBGene00043147,nspd-6,344.2085707,422.9988003,265.3256868,-0.624209823,0.213254518,-2.927064937,0.003421774,0.025659431
WBGene00011675,cyp-13A3,11.26274989,4.655423665,17.85869589,1.169114365,0.399526669,2.926248623,0.003430766,0.02571521
WBGene00000800,cars-1,5806.848317,6626.540591,4987.742873,-0.398334911,0.136156132,-2.925574532,0.003438208,0.025759323
WBGene00044015,K06A4.8,87.48749309,114.7311618,60.10155392,-0.810839527,0.277317254,-2.923869733,0.003457094,0.025889097
WBGene00011718,T11G6.3,843.8714584,720.1961882,967.1564082,0.412471581,0.141095535,2.923349628,0.003462874,0.025920656
WBGene00006780,unc-44,16422.3543,18156.00023,14688.91431,-0.300860707,0.102955768,-2.922232647,0.003475318,0.025990294
WBGene00007229,C01G6.9,186.6157643,92.55950699,280.5062534,1.107531088,0.379000702,2.922240197,0.003475234,0.025990294
WBGene00018282,F41D9.2,869.309893,612.8112724,1125.537115,0.77408131,0.264977738,2.921306957,0.003485662,0.026055876
WBGene00009804,F47B8.3,98.72776477,75.77896914,121.7122451,0.632403359,0.216560821,2.920211306,0.003497941,0.026126364
WBGene00044535,K11D12.13,85.75151193,33.14834369,138.2493601,1.184856458,0.405747209,2.920183874,0.003498249,0.026126364
WBGene00016509,adss-1,5638.444743,6554.312281,4722.563612,-0.455253458,0.155937525,-2.919460595,0.003506377,0.026175256
WBGene00022548,ZC196.4,24.55353439,36.75975179,12.25388159,-1.101880429,0.377558715,-2.918434634,0.003517936,0.026249705
WBGene00008621,F09C8.1,68.61719049,88.41576259,49.00648013,-0.756306906,0.259220496,-2.917620011,0.003527139,0.026299986
WBGene00011527,cchl-1,3278.448854,3693.371567,2863.712578,-0.358676667,0.122937335,-2.917556868,0.003527853,0.026299986
WBGene00008917,F17C11.6,223.4609367,294.5624519,152.1063828,-0.823512382,0.282346811,-2.916669677,0.003537902,0.026363027
WBGene00003449,msp-56,1381.452598,1682.438647,1080.192441,-0.596938319,0.204701094,-2.916146211,0.003543844,0.026395417
WBGene00013858,ssp-34,1003.645355,1272.328429,734.7095324,-0.714397386,0.24500704,-2.915823919,0.003547506,0.026410811
WBGene00012197,W02B8.1,328.9802493,384.4908714,273.5848402,-0.471247809,0.161638057,-2.915450849,0.00355175,0.026430517
WBGene00018885,drd-5,1112.704615,1316.602734,908.6861685,-0.509633277,0.17486127,-2.914500594,0.003562581,0.0264992
WBGene00022338,Y82E9BR.5,17.52299834,6.711223502,28.26550678,1.181290976,0.405468635,2.913396682,0.003575201,0.026581123
WBGene00012439,Y12A6A.1,444.4812598,329.1491948,559.7094732,0.694998345,0.238595991,2.912866822,0.003581273,0.02661431
WBGene00016011,C23G10.2,2376.704757,2806.972431,1946.165754,-0.503907037,0.17302927,-2.912264719,0.003588184,0.026653701
WBGene00013763,Y113G7B.14,224.8377539,179.9059622,269.4541051,0.55023824,0.188965988,2.911837441,0.003593096,0.026678212
WBGene00004898,snb-2,634.3980672,545.8744307,722.6601343,0.393525428,0.135157526,2.911605729,0.003595762,0.026686036
WBGene00009644,F42G4.7,46.91953946,64.42995696,29.40522446,-0.924665698,0.317881855,-2.908834475,0.003627789,0.026911656
WBGene00012769,hrpu-1,3734.113172,4307.642583,3161.03924,-0.431498217,0.148355544,-2.908541241,0.003631193,0.026912863
WBGene00013839,fbxa-32,49.82255486,33.4540632,66.09742886,0.840222536,0.288881175,2.908540288,0.003631204,0.026912863
WBGene00002225,klp-15,1069.559776,1311.441656,827.7393781,-0.616494502,0.212000064,-2.907992055,0.003637576,0.026938134
WBGene00012875,Y45F10B.13,2924.375319,3360.415493,2488.849125,-0.419431213,0.144240275,-2.907864762,0.003639057,0.026938134
WBGene00015098,snpc-3.1,100.5147235,130.1280667,71.19814249,-0.768516448,0.264292358,-2.907826973,0.003639496,0.026938134
WBGene00009812,suca-1,8793.423233,9825.979238,7761.362805,-0.333550137,0.11472584,-2.907367147,0.003644851,0.026965708
WBGene00012658,Y39A1A.21,525.5568162,609.0553819,441.9018367,-0.446144183,0.153545587,-2.905613848,0.003665335,0.027105135
WBGene00006993,zyg-8,1437.848298,1627.097385,1248.942458,-0.372124459,0.128079499,-2.905417815,0.003667632,0.027109833
WBGene00011927,T22C8.6,595.9069748,443.7003481,747.8139433,0.685130921,0.235822678,2.905280054,0.003669246,0.027109833
WBGene00017292,F09E5.16,198.9123385,161.3054014,236.3330053,0.52320188,0.180179796,2.903776626,0.003686911,0.027228192
WBGene00021791,Y51H7C.13,16248.94112,20580.57985,11917.43039,-0.710841466,0.244932641,-2.902191656,0.003705618,0.027354135
WBGene00010280,rde-12,5380.609933,6148.481701,4613.32474,-0.402315187,0.138659122,-2.901469305,0.003714172,0.027405056
WBGene00044253,M117.6,85.96542372,61.47746915,110.4528626,0.750977808,0.25891528,2.900476977,0.003725952,0.027479727
WBGene00019885,R05D8.7,30.34478943,13.10624722,47.56822679,1.153153906,0.397731812,2.8993253,0.003739667,0.02756859
WBGene00016325,C32E8.9,445.167324,510.801502,379.8062034,-0.414207421,0.142913557,-2.898307412,0.003751826,0.027645916
WBGene00013884,ZC412.3,666.9587081,775.3292701,558.9641234,-0.454268151,0.156783207,-2.897428621,0.003762353,0.027711148
WBGene00019426,cutl-16,137.4485974,84.7947403,190.1905972,0.940303484,0.324614868,2.896674112,0.003771413,0.027765518
WBGene00021048,W05H9.1,5337.357442,4362.614527,6312.271688,0.507602835,0.175274047,2.896052458,0.003778892,0.027808211
WBGene00005105,srd-27,20.84086367,10.35799853,31.40487964,1.099154768,0.379558255,2.895878967,0.003780982,0.027811223
WBGene00007621,C16C2.4,2783.138539,2398.536023,3167.415185,0.390105834,0.134717284,2.895737067,0.003782692,0.02781144
WBGene00012880,Y45F10C.4,1355.149583,880.175161,1829.906564,0.882544517,0.304827835,2.895222857,0.003788894,0.027844672
WBGene00001496,frm-10,1857.972639,1601.035566,2114.615105,0.390312272,0.13486158,2.894169501,0.003801629,0.02790109
WBGene00008211,C49F5.7,415.7897677,119.5988664,711.9263789,1.190577357,0.411358594,2.894256677,0.003800573,0.02790109
WBGene00020605,lgc-50,233.0917521,188.9054668,277.4779643,0.526189086,0.181806216,2.894230448,0.003800891,0.02790109
WBGene00010749,K10D11.5,1339.045675,1081.689034,1596.333178,0.531893661,0.183916438,2.892039815,0.003827494,0.028078472
WBGene00017427,acp-5,700.0278546,611.3370426,788.8133436,0.359147329,0.124201861,2.891642091,0.003832343,0.028101581
WBGene00001603,gln-2,1504.290913,1784.475509,1223.920087,-0.516985296,0.178819896,-2.891094934,0.003839021,0.028137115
WBGene00006861,cal-5,1371.751748,1041.652185,1701.682029,0.650494003,0.225019994,2.890827567,0.003842289,0.028137115
WBGene00008110,C46C2.2,2140.56474,1853.837661,2427.592559,0.378890408,0.13106013,2.890966215,0.003840594,0.028137115
WBGene00000636,col-60,21859.07845,26823.42903,16894.57902,-0.61833712,0.213980385,-2.889690657,0.003856211,0.028226577
WBGene00018240,cox-17,48.73371754,64.63808876,32.69076063,-0.839610743,0.290599937,-2.889232363,0.003861836,0.028255254
WBGene00001743,grp-1,1283.905251,1096.778151,1470.598131,0.410148584,0.141965782,2.889066488,0.003863874,0.028257671
WBGene00016732,phat-1,550.2644214,703.9608883,396.7122396,-0.738056956,0.255491825,-2.888769363,0.003867526,0.02827189
WBGene00009457,F36A2.10,613.2528009,788.8478182,437.4000454,-0.754199622,0.2611245,-2.888275989,0.003873598,0.028291285
WBGene00011801,T16G1.7,446.2006753,341.6134517,550.9150289,0.635987328,0.220191185,2.888341461,0.003872792,0.028291285
WBGene00002012,hsp-12.3,99.86135662,142.9937316,56.65323964,-1.01454147,0.351295324,-2.888001636,0.003876979,0.028303483
WBGene00013426,Y66A7A.7,862.0724829,993.4189661,730.5433924,-0.428521562,0.148406796,-2.887479368,0.003883421,0.028338013
WBGene00004698,rsp-1,1448.590012,1671.623982,1225.935836,-0.432061119,0.149664166,-2.886870852,0.003890939,0.028380362
WBGene00022664,ZK121.2,1445.829897,1226.252051,1665.52411,0.426971042,0.147908841,2.88671752,0.003892836,0.028381687
WBGene00000246,bcc-1,185.9495614,141.1305214,230.5562436,0.650253759,0.225321189,2.88589707,0.003902998,0.028443247
WBGene00019644,cpt-4,5852.958036,3809.825773,7896.226922,0.879101311,0.304652133,2.885590536,0.003906801,0.02845843
WBGene00007385,atp-5,18330.13407,20190.12664,16470.53113,-0.289338027,0.100281343,-2.885262793,0.003910871,0.028475542
WBGene00003604,nhr-5,701.8470791,553.188386,850.5057431,0.580885086,0.201364444,2.884745061,0.003917307,0.028509867
WBGene00015382,C03B1.14,196.9570724,152.9136613,240.8974177,0.609017745,0.21160527,2.878084015,0.004000986,0.029106072
WBGene00011645,T09B9.4,426.847299,504.7463237,349.3018444,-0.50568556,0.175712355,-2.877916927,0.004003105,0.029108697
WBGene00004203,swsn-1,1609.91233,1941.738136,1278.583657,-0.56615067,0.19674762,-2.87754774,0.004007793,0.029129982
WBGene00004116,pqn-27,1410.801372,1627.624717,1194.463737,-0.431083146,0.149898431,-2.875834945,0.004029604,0.029275654
WBGene00010260,ddx-17,13911.28848,15738.8315,12084.27513,-0.371564809,0.129212882,-2.875601893,0.00403258,0.02928442
WBGene00015001,B0025.4,418.6934062,355.3277703,481.7851317,0.424609125,0.147695121,2.874902847,0.004041518,0.02933646
WBGene00194649,Y57G11C.1130,83.284793,106.2623637,60.15723057,-0.732547344,0.254907762,-2.873774172,0.004055989,0.029428589
WBGene00194815,Y43F8B.23,46.23492209,30.14051263,62.14440842,0.87276685,0.303776143,2.873059227,0.004065179,0.029482345
WBGene00018465,F45E1.4,1558.947201,1763.498423,1354.539203,-0.371007321,0.12929483,-2.869467572,0.004111635,0.029767086
WBGene00020825,tmem-231,23.39536287,11.71271386,35.00367028,1.087376989,0.378935816,2.869554532,0.004110504,0.029767086
WBGene00022668,ZK154.6,320.5497542,373.7988597,267.1446328,-0.465069781,0.162055968,-2.869809644,0.00410719,0.029767086
WBGene00044280,W02A2.9,177.8240434,143.4861314,212.0309291,0.533027063,0.185742402,2.869711257,0.004108468,0.029767086
WBGene00006486,zipt-16,142.3059919,82.74664153,201.7322167,0.990992525,0.345409946,2.869032975,0.004117289,0.029794984
WBGene00018586,ubxn-3,3435.282196,3880.723881,2990.320742,-0.366725957,0.127867176,-2.868022643,0.00413046,0.029869892
WBGene00022373,mrpl-15,2728.420256,3109.550887,2347.04308,-0.394213418,0.137459455,-2.867852326,0.004132684,0.029869892
WBGene00022750,tres-1,3468.974912,3102.072273,3836.195188,0.301367304,0.105085706,2.867823942,0.004133055,0.029869892
WBGene00013029,glrx-5,858.4396237,1001.491225,715.274019,-0.465855632,0.162529846,-2.866277447,0.004153301,0.030003111
WBGene00016417,C34F11.8,129.0693693,55.38443065,202.6492777,1.145524453,0.399985085,2.863917921,0.004184364,0.030214323
WBGene00009798,F46G10.4,838.8860951,696.625681,981.2347539,0.473398513,0.165361552,2.86280885,0.004199038,0.030307056
WBGene00010925,mfsd-11,661.1390912,789.4940048,532.7416396,-0.536366382,0.18744825,-2.861410453,0.004217606,0.030427805
WBGene00004350,rgs-7,397.3050126,481.4974429,313.0824641,-0.580617439,0.202964667,-2.860682347,0.004227304,0.030484478
WBGene00010150,F56D5.6,2649.059829,2200.739216,3097.429929,0.472372605,0.165145804,2.860336703,0.004231914,0.030504435
WBGene00000035,ace-1,594.3523528,501.3395998,687.0592034,0.438296627,0.153259553,2.859832345,0.00423865,0.030539687
WBGene00044534,H23N18.6,17.8268652,8.895685589,26.74506489,1.086534372,0.380050298,2.858922564,0.004250825,0.030614082
WBGene00018130,F36H12.17,73.09179807,52.51999577,93.54826535,0.739877976,0.258823174,2.858623377,0.004254836,0.030629638
WBGene00044989,Y37A1B.17,2950.461638,3468.100245,2433.128871,-0.488277528,0.170836973,-2.858149033,0.004261202,0.030662128
WBGene00019766,M4.1,1347.770884,1525.220172,1170.691143,-0.371872584,0.130129725,-2.857706674,0.004267146,0.030691558
WBGene00194738,Y46E12A.5,16.85014684,26.68542731,7.041579787,-1.149220325,0.402194897,-2.857371724,0.004271653,0.030710621
WBGene00017811,F26A1.13,744.277226,626.679165,861.6026924,0.442375082,0.155059952,2.852929307,0.004331826,0.031129707
WBGene00007648,folr-1,144.4164889,179.3088987,109.2882135,-0.653775213,0.229207299,-2.852331566,0.004339981,0.031170619
WBGene00008499,cyp-37A1,1046.058076,1240.162945,852.1965941,-0.513965495,0.180200055,-2.852193891,0.004341861,0.031170619
WBGene00013200,Y54E5A.5,1652.119102,1883.602467,1420.497251,-0.395218836,0.138571261,-2.852098134,0.004343169,0.031170619
WBGene00018148,F37C4.8,129.2092037,156.9422903,101.3101208,-0.588797799,0.206573252,-2.850309969,0.004367664,0.031332831
WBGene00006911,vha-2,20233.90645,22436.34024,18031.62227,-0.309711179,0.108713535,-2.848874138,0.004387423,0.031460943
WBGene00019989,R09F10.8,163.7815728,91.54701547,235.8824799,1.018566201,0.357712597,2.847442916,0.0044072,0.031589067
WBGene00015926,C17H11.6,1437.677614,1648.81193,1226.30229,-0.413377358,0.145241197,-2.84614398,0.004425218,0.031704485
WBGene00008284,C53D6.7,1046.969892,669.7378852,1423.984596,0.894959918,0.314467661,2.845952154,0.004427885,0.031709863
WBGene00043702,Y54G2A.7,43.25820849,57.47780879,29.13800107,-0.833946338,0.29306935,-2.845559726,0.004433344,0.03173523
WBGene00020909,W01A11.1,2793.55474,2316.485697,3270.895986,0.476205988,0.167528218,2.842541951,0.004475534,0.032023385
WBGene00003709,nhr-119,390.5936829,461.4973232,320.0802791,-0.502331588,0.176739981,-2.842206868,0.004480241,0.03204321
WBGene00015843,C16C8.5,221.8438998,176.7980134,266.5450184,0.55653938,0.195908886,2.840807225,0.004499951,0.032170273
WBGene00006629,tsp-3,27.82150213,14.74157134,40.84389511,1.050564009,0.369894519,2.840171877,0.004508923,0.032220501
WBGene00012192,W02A11.1,517.5172104,596.7391887,438.7245619,-0.428356893,0.15083896,-2.83982926,0.004513769,0.032241204
WBGene00015458,C04G6.10,101.2635772,133.3053328,69.36646604,-0.81059252,0.285500296,-2.839200276,0.004522676,0.032290893
WBGene00000407,cdk-5,813.6371912,696.3345874,930.9114013,0.405828874,0.142947606,2.839004338,0.004525454,0.032296795
WBGene00008531,F02E9.7,741.1572081,623.8434262,858.1491851,0.442871592,0.156042911,2.83813977,0.004537731,0.03237045
WBGene00009723,F45D3.3,2000.273293,2389.060538,1611.877908,-0.536026341,0.188972489,-2.836531089,0.004560654,0.032519957
WBGene00007055,tag-196,3401.000628,2682.211392,4119.974895,0.578517494,0.204000844,2.835858336,0.004570271,0.032574501
WBGene00021475,tbca-1,378.8709518,447.6836462,310.4771097,-0.502307428,0.177147097,-2.835538576,0.004574849,0.032593091
WBGene00015355,C02F12.5,280.5945307,87.24008108,473.8897365,1.166660085,0.411621213,2.834305054,0.004592547,0.032705099
WBGene00010744,K10D6.4,467.9543837,379.8576778,555.8273542,0.520302116,0.183708641,2.832213627,0.004622695,0.032891491
WBGene00021986,Y59C2A.3,668.912627,792.6248314,545.6376812,-0.511405993,0.180567371,-2.832217082,0.004622645,0.032891491
WBGene00011273,R53.4,23012.09737,25755.04775,20269.23287,-0.338133377,0.11942158,-2.831426094,0.004634094,0.032958426
